FACILITY_ID,STATUS,FACILITY_NAME,RECORD_ID,PROGRAM_NAME,PROGRAM_ELEMENT__PE_,PE_DESCRIPTION,FACILITY_ADDRESS,FACILITY_CITY,FACILITY__STATE,FACILITY_ZIP,FACILITY_LATITUDE,FACILITY_LONGITUDE,OWNER_ID,OWNER_NAME,OWNER_ADDRESS,OWNER_CITY,OWNER_STATE,OWNER_ZIP,Location,ObjectId
FA0015457,Open,CIRCLE A LIQUOR,PR0010266,CIRCLE A LIQUOR,1610,"FOOD MKT RETAIL (1-1,999 SF) LOW RISK",172 S GLENDORA AVE,WEST COVINA,CA,91790,34.0705867346,-117.9213742101,OW0002176,ALJOUNI WAEL IBRAHIM ET AL,172  S GLENDORA AVE,WEST COVINA,CA,91790,"(34.0705867346, -117.9213742101)",2206
FA0020543,Open,EL BUEN DIA MARKET,PR0017527,EL BUEN DIA MARKET,1610,"FOOD MKT RETAIL (1-1,999 SF) LOW RISK",4708 E HAMMEL ST,LOS ANGELES,CA,90022,34.0422434884,-118.1645101101,OW0009760,DENIZ ODALMIRA,6906 RITA AVE,HUNTINGTON PARK,CA,90255,"(34.0422434884, -118.1645101101)",2210
FA0166948,Open,AZTECA 99 CENTS PLUS MARKET CORPORATION,PR0157289,AZTECA 99 CENTS PLUS MARKET CORPORATION,1615,"FOOD MKT RETAIL (2,000+ SF) HIGH RISK",1662 1/2 E 41ST ST,LOS ANGELES,CA,90011,34.0080754819,-118.2441455779,OW0130031,AZTECA 99 CENTS PLUS MARKET CORPORATION,1662 1/2 E 41ST ST,LOS ANGELES,CA,90011,"(34.0080754819, -118.2441455779)",2211
FA0017169,Open,HOMEGOODS,PR0000280,HOME GOODS,1610,"FOOD MKT RETAIL (1-1,999 SF) LOW RISK",4245 WOODRUFF AVE,LAKEWOOD,CA,90713,33.8350687368,-118.1166143849,OW0036017,TJX COMPANIES INC.,4245   WOODRUFF AVE.,LAKEWOOD,CA,90713,"(33.8350687368, -118.1166143849)",2214
FA0016581,Open,COSTCO WHOLESALE # 769,PR0031519,COSTCO WHOLESALE MEAT DEPT,1615,"FOOD MKT RETAIL (2,000+ SF) HIGH RISK",3560 W CENTURY BLVD,INGLEWOOD,CA,90303,33.9453440447,-118.3343442703,OW0008881,COSTCO WHOLESALE CORPORATION,P.O. BOX 35005,SEATTLE,WA,98124-3405,"(33.9453440447, -118.3343442703)",2215
FA0004569,Open,AZUSA ARCO,PR0012095,AZUSA ARCO,1610,"FOOD MKT RETAIL (1-1,999 SF) LOW RISK",304 E FOOTHILL BLVD,AZUSA,CA,91702,34.1331728535,-117.9046447491,OW0002290,"ALRABADI, SAIB J.",304  E FOOTHILL BLVD.,AZUSA,CA,91702,"(34.1331728535, -117.9046447491)",2216
FA0012042,Open,EL 7 MARES PESCADERIA,PR0000121,EL 7 MARES PESCADERIA,1615,"FOOD MKT RETAIL (2,000+ SF) HIGH RISK",6321 E WHITTIER BLVD,EAST LOS ANGELES,CA,90022,34.0159123605,-118.1350386687,OW0010016,"DIAZ, SERGIO",2729   CESAR CHAVEZ AVE,LOS ANGELES,CA,90033,"(34.0159123605, -118.1350386687)",2221
FA0058917,Open,CAFE FIDM,PR0028896,CAFE FIDM,1611,"FOOD MKT RETAIL (1-1,999 SF) MODERATE RISK",919 S GRAND AVE,LOS ANGELES,CA,90015,34.0441339963,-118.2598812192,OW0011655,FASHION INSTITUTE OF D AND M,919  S GRAND AVE #220F,LOS ANGELES,CA,90015,"(34.0441339963, -118.2598812192)",2226
FA0295844,Open,ALPHA SERVICE CENTER,PR0252391,ALPHA SERVICE CENTER,1610,"FOOD MKT RETAIL (1-1,999 SF) LOW RISK",8957 E BEVERLY BLVD,PICO RIVERA,CA,90060,None,None,OW0279963,KYRILLOS WINE AND MORE INC,8957 E BEVERLY BLVD,PICO RIVERA,CA,90060-1738,None,2227
FA0281981,Open,CVX#0241,PR0236848,CVX#0241,1610,"FOOD MKT RETAIL (1-1,999 SF) LOW RISK",20905 VENTURA BLVD,WOODLAND HILLS,CA,91364,34.1664712898,-118.5887363418,OW0270262,"CF UNITED CVX HOLDINGS, LLC",4130 COVER ST,LONG BEACH,CA,90808,"(34.1664712898, -118.5887363418)",2228
FA0139491,Open,CITRUS COLLEGE,PR0160609,CITRUS COLLEGE - RANGE AT CITRUS,1610,"FOOD MKT RETAIL (1-1,999 SF) LOW RISK",1000 W FOOTHILL BLVD,GLENDORA,CA,91741,34.1065639518,-117.7345270514,OW0008180,CITRUS COMMUNITY COLLEGE,1000 W FOOTHILL BLVD,GLENDORA,CA,91741,"(34.1065639518, -117.7345270514)",2229
FA0292169,Open,7-ELEVEN STORE 19133F,PR0248138,7-ELEVEN STORE 19133F,1611,"FOOD MKT RETAIL (1-1,999 SF) MODERATE RISK",1611 W OLIVE AVE,BURBANK,CA,91506,None,None,OW0276971,TAMARA & YARA ENTERPRISE INC.,PO BOX 219088,DALLAS,TX,75221,None,2233
FA0017738,Open,CVS/PHARMACY #9781,PR0045917,CVS/PHARMACY #9781,1613,"FOOD MKT RETAIL (2,000+ SF) LOW RISK",5985 W PICO BLVD,LOS ANGELES,CA,90019,34.0524335774,-118.3705381026,OW0012926,"GARFIELD BEACH CVS, LLC.",1 CVS DR MC# 1160,WOONSOCKET,RI,02895,"(34.0524335774, -118.3705381026)",2234
FA0016510,Open,HASSAN 21,PR0033405,HASSAN 21,1613,"FOOD MKT RETAIL (2,000+ SF) LOW RISK",21095 GOLDEN SPRING DR,DIAMOND BAR,CA,91765,33.9998576281,-117.8451411485,OW0014977,"HASSAN AND SONS, INC.",2860 N SANTIAGO BLVD,ORANGE,CA,92867,"(33.9998576281, -117.8451411485)",2237
FA0245520,Open,BROTHERS MARKET,PR0193882,BROTHERS MARKET - MEAT,1612,"FOOD MKT RETAIL (1-1,999 SF) HIGH RISK",1025 E MISSION BLVD,POMONA,CA,91766,34.0555139807,-117.7364670168,OW0240559,J & EK BROTHERS MARKET INC.,1025 E MISSION BLVD,POMONA,CA,91766,"(34.0555139807, -117.7364670168)",2239
FA0249130,Open,BUBBA'S MARKET,PR0197839,BUBBA'S MARKET,1611,"FOOD MKT RETAIL (1-1,999 SF) MODERATE RISK",4700 S VERMONT AVE,LOS ANGELES,CA,90037,34.0003700255,-118.2915073104,OW0243431,KEVIN ALEXIS MENJIVAR,4700 S VERMONT AVE,LOS ANGELES,CA,90037,"(34.0003700255, -118.2915073104)",2242
FA0250947,Open,FAMILY DOLLAR PLUS,PR0200039,FAMILY DOLLAR PLUS,1610,"FOOD MKT RETAIL (1-1,999 SF) LOW RISK",5857 WHITTIER BLVD,LOS ANGELES,CA,90022,34.0178372289,-118.1448596728,OW0244949,CHANTHY CHHIN,3033 E VALLEY BLVD # 62,WEST COVINA,CA,91792,"(34.0178372289, -118.1448596728)",2247
FA0158722,Open,BUDDHA MARKET,PR0146802,BUDDHA MARKET LIQUOR,1613,"FOOD MKT RETAIL (2,000+ SF) LOW RISK",3753 W SLAUSON AVE,LOS ANGELES,CA,90043,33.9891678661,-118.3395606628,OW0123770,"MY LIQUOR BANK & MARKET, INC.",3753 W SLAUSON AVE,LOS ANGELES,CA,90043,"(33.9891678661, -118.3395606628)",2248
FA0023327,Open,FOOD 4 LESS #354,PR0014466,FOOD 4 LESS (MEAT DEPT.)#354,1612,"FOOD MKT RETAIL (1-1,999 SF) HIGH RISK",16208 PARTHENIA ST,NORTH HILLS,CA,91343,34.2282569705,-118.4853587656,OW0012108,"FOOD 4 LESS, INC.",PO BOX 54143,LOS ANGELES,CA,90054,"(34.2282569705, -118.4853587656)",2249
FA0015619,Open,CIRCLE K MARKET #3106,PR0018849,CIRCLE K MARKET #3106,1613,"FOOD MKT RETAIL (2,000+ SF) LOW RISK",2210 D ST,LA VERNE,CA,91750,34.0996082733,-117.7703349766,OW0008161,"CIRCLE K STORES, INC.",255 E RINCON #100,CORONA,CA,92879-1365,"(34.0996082733, -117.7703349766)",2258
FA0287625,Open,HANDY MARKET,PR0242920,HANDY MARKET,1610,"FOOD MKT RETAIL (1-1,999 SF) LOW RISK",1438 38TH ST,LOS ANGELES,CA,90062,34.0172380135,-118.3043990183,OW0273376,ZULEMA PALACIO GARCIA,3937 W 106TH ST,INGLEWOOD,CA,90303,"(34.0172380135, -118.3043990183)",2271
FA0178526,Open,7-ELEVEN,PR0171975,7-ELEVEN,1614,"FOOD MKT RETAIL (2,000+ SF) MODERATE RISK",240 ADAMS BLVD,LOS ANGELES,CA,90007,34.0261879734,-118.2720468689,OW0184255,MUHAMMED ARIF,P.O. BOX # 219088,DALLAS,TX,75221,"(34.0261879734, -118.2720468689)",2274
FA0164354,Open,HONOR WINES AND SPRITS,PR0152624,HONOR WINES AND SPRITS,1613,"FOOD MKT RETAIL (2,000+ SF) LOW RISK",114 S BEVERLY DR,BEVERLY HILLS,CA,90212,34.0661715885,-118.3987163936,OW0127707,HILLSTONE RESTAURANT GROUP INC,2710 E CAMELBACK RD STE 200,PHOENIX,AZ,85016,"(34.0661715885, -118.3987163936)",2283
FA0304015,Open,EVERYTABLE,PR0261856,EVERYTABLE,1610,"FOOD MKT RETAIL (1-1,999 SF) LOW RISK",9747 ALONDRA BLVD,BELLFLOWER,CA,90706,None,None,OW0257129,"EVERYTABLE, PBC",1101 W 23RD ST,LOS ANGELES,CA,90007,None,2292
FA0280475,Open,AMAZON RETAIL,PR0235159,AMAZON RETAIL- MEAT DEPT,1612,"FOOD MKT RETAIL (1-1,999 SF) HIGH RISK",6245 TOPANGA CANYON BLVD,WOODLAND HILLS,CA,91367,34.1842099453,-118.6059160196,OW0269058,AMAZON RETAIL LLC,P.O. BOX 80301,SEATTLE,WA,98108,"(34.1842099453, -118.6059160196)",2303
FA0017405,Open,CVS/PHARMACY #9582,PR0014150,CVS/PHARMACY #9582,1613,"FOOD MKT RETAIL (2,000+ SF) LOW RISK",3741 S CRENSHAW BLVD,LOS ANGELES,CA,90008,34.0188090176,-118.3354985146,OW0012926,"GARFIELD BEACH CVS, LLC.",1 CVS DR MC# 1160,WOONSOCKET,RI,02895,"(34.0188090176, -118.3354985146)",2311
FA0263652,Open,EL SUPER FRESH #500,PR0214586,EL SUPER FRESH #500 - MEAT AND SEAFOOD,1612,"FOOD MKT RETAIL (1-1,999 SF) HIGH RISK",8601 HOOPER AVE,LOS ANGELES,CA,90002,33.95988,-118.2540641136,OW0004937,BODEGA LATINA CORPORATION,14601 LAKEWOOD BLVD # B,PARAMOUNT,CA,90723,"(33.95988, -118.2540641136)",2314
FA0063308,Open,HAWTHORNE PROFESSIONAL PHARM,PR0008044,HAWTHORNE PROFESSIONAL PHARM,1610,"FOOD MKT RETAIL (1-1,999 SF) LOW RISK",4477 W 118TH ST STE #100,HAWTHORNE,CA,90250,33.9273480568,-118.3541894035,OW0019767,"KNIGHT-COOPER, JANICE M",4477  W 118TH STREET #100,HAWTHORNE,CA,90250,"(33.9273480568, -118.3541894035)",2331
FA0288718,Open,ANTOJITOS BUS SHOP N GO,PR0244108,ANTOJITOS BUS SHOP N GO,1610,"FOOD MKT RETAIL (1-1,999 SF) LOW RISK",702 PACIFIC AVE,SAN PEDRO,CA,90731,33.7376859941,-118.2877450149,OW0274274,CARLOS GONZALEZ,702 PACIFIC AVE,SAN PEDRO,CA,90731,"(33.7376859941, -118.2877450149)",2332
FA0258551,Open,GAYANE'S GROCERY,PR0208570,GAYANE'S GROCERY,1612,"FOOD MKT RETAIL (1-1,999 SF) HIGH RISK",14102 VICTORY BLVD,VAN NUYS,CA,91401,34.1865838869,-118.4401164905,OW0250726,HARUTYUN KARMIRYAN,14102 VICTORY BLVD,VAN NUYS,CA,91401,"(34.1865838869, -118.4401164905)",2335
FA0264294,Open,BAR KEEPER,PR0215372,BAR KEEPER,1610,"FOOD MKT RETAIL (1-1,999 SF) LOW RISK",640 N HOOVER ST,LOS ANGELES,CA,90004,34.0826529563,-118.284396088,OW0255470,BAR KEEPER LLC,614 N HOOVER ST BLDG 0,LOS ANGELES,CA,90004-2311,"(34.0826529563, -118.284396088)",2341
FA0010482,Open,CVS/PHARMACY #9602,PR0039107,CVS/PHARMACY #9602,1613,"FOOD MKT RETAIL (2,000+ SF) LOW RISK",21051 SHERMAN WAY,CANOGA PARK,CA,91303,34.2012496121,-118.5921550913,OW0012926,"GARFIELD BEACH CVS, LLC.",1 CVS DR MC# 1160,WOONSOCKET,RI,02895,"(34.2012496121, -118.5921550913)",2347
FA0020778,Open,EL GAUCHO MEAT MARKET,PR0006105,EL GAUCHO MEAT MARKET,1612,"FOOD MKT RETAIL (1-1,999 SF) HIGH RISK",2715 MANHATTAN BEACH BLVD,REDONDO BEACH,CA,90278,33.8875178184,-118.3627240112,OW0010843,EL GAUCHO MEAT MARKET INC.,2715   MANHATTAN BEACH BLVD.,REDONDO BEACH,CA,90278,"(33.8875178184, -118.3627240112)",2351
FA0177703,Open,DOLLAR TREE #5520,PR0170745,DOLLAR TREE #5520,1613,"FOOD MKT RETAIL (2,000+ SF) LOW RISK",16114 LAKEWOOD BLVD,BELLFLOWER,CA,90706,33.8875695937,-118.1414969863,OW0010221,"DOLLAR TREE STORES, INC",500 VOLVO PKWY,CHESAPEAKE,VA,23320,"(33.8875695937, -118.1414969863)",2352
FA0292306,Open,AKLIA'S,PR0248294,AKLIA'S,1610,"FOOD MKT RETAIL (1-1,999 SF) LOW RISK",1515 N CAHUENGA BLVD,LOS ANGELES,CA,90028,None,None,OW0277092,AKLIA ELISE CHINN,1515 N CAHUENGA BLVD,LOS ANGELES,CA,90028,None,2353
FA0276312,Open,AVALON SINCLAIR,PR0229900,AVALON SINCLAIR,1610,"FOOD MKT RETAIL (1-1,999 SF) LOW RISK",11151 AVALON BLVD STE 110,LOS ANGELES,CA,90061,33.933475,-118.265511,OW0265514,BARAKZON INC,7828 DAY CREEK BLVD # 724,RANCHO CUCAMONGA,CA,91739,"(33.933475, -118.265511)",2360
FA0280456,Open,FRANK'S WINE & SPIRITS,PR0235134,FRANK'S WINE & SPIRITS,1610,"FOOD MKT RETAIL (1-1,999 SF) LOW RISK",10559 SANTA MONICA BLVD,LOS ANGELES,CA,90025,34.0547619076,-118.4284125992,OW0269044,FRANK'S WLA INC.,10559 SANTA MONICA BLVD,LOS ANGELES,CA,90025,"(34.0547619076, -118.4284125992)",2363
FA0003831,Open,7-ELEVEN #25599  A,PR0007723,7-ELEVEN #25599  A,1613,"FOOD MKT RETAIL (2,000+ SF) LOW RISK",4650 FRANKLIN AVE,LOS ANGELES,CA,90027,34.1052725463,-118.2912381371,OW0017810,"JOE,YONG H",PO BOX 711,DALLAS,TX,75221,"(34.1052725463, -118.2912381371)",2366
FA0059610,Open,CHEVRON #120,PR0034017,CHEVRON #120,1613,"FOOD MKT RETAIL (2,000+ SF) LOW RISK",500 S AZUSA AVE,AZUSA,CA,91702,34.1139203524,-117.9072561758,OW0012527,G & M OIL CO,16868   A ST,HUNTINGTON BEACH,CA,92647,"(34.1139203524, -117.9072561758)",2369
FA0166530,Open,GNC,PR0156847,GNC,1610,"FOOD MKT RETAIL (1-1,999 SF) LOW RISK",8500 BEVERLY BLVD # 601-A,LOS ANGELES,CA,90048,34.0760328609,-118.3767159279,OW0013042,GENERAL NUTRITION CORP,300 6TH AVE,PITTSBURGH,PA,15222,"(34.0760328609, -118.3767159279)",2370
FA0027423,Open,HI WAY LIQUOR,PR0029014,HI WAY LIQUOR,1610,"FOOD MKT RETAIL (1-1,999 SF) LOW RISK",11312 GARVEY AVE,EL MONTE,CA,91732,34.0624283933,-118.0298562939,OW0015475,HI WAY LIQUOR MARKET INC.,11312   GARVEY AVE,EL MONTE,CA,91732,"(34.0624283933, -118.0298562939)",2381
FA0288860,Open,FUJISAN SUSHI,PR0244260,FUJISAN SUSHI,1612,"FOOD MKT RETAIL (1-1,999 SF) HIGH RISK",8510 PAINTER AVE,WHITTIER,CA,90602,33.9611507984,-118.034764018,OW0239723,FUJISAN FRANCHISING CORP,14420 BLOOMFIELD AVE,SANTA FE SPRINGS,CA,90670,"(33.9611507984, -118.034764018)",2383
FA0027121,Open,HEALTH AND WEALTH,PR0030688,HEALTH AND WEALTH,1610,"FOOD MKT RETAIL (1-1,999 SF) LOW RISK",37935 E 47TH ST E STE A23,PALMDALE,CA,93552,34.5715908645,-118.045172187,OW0002730,ANGELES CLARA,37935  E 47TH STREET A23,PALMDALE,CA,93552,"(34.5715908645, -118.045172187)",2386
FA0300695,Open,DOCK AT THE ROW,PR0257951,DOCK AT THE ROW,1610,"FOOD MKT RETAIL (1-1,999 SF) LOW RISK",757 S ALAMEDA ST UNIT 184,LOS ANGELES,CA,90021,None,None,OW0283877,DROBINSONGROUP INC.,777 S ALAMEDA ST FL 2ND,LOS ANGELES,CA,90021,None,2388
FA0010011,Open,CORONA MARKET,PR0045809,CORONA MARKET,1612,"FOOD MKT RETAIL (1-1,999 SF) HIGH RISK",2800 MAPLE AVE,LOS ANGELES,CA,90011,34.0216501806,-118.2663492639,OW0025073,MORENO LUIS,2800   MAPLE AVE,LOS ANGELES,CA,90011,"(34.0216501806, -118.2663492639)",2389
FA0057671,Open,ARCO GARFIELD CENTURY,PR0022139,ARCO GARFIELD CENTURY,1610,"FOOD MKT RETAIL (1-1,999 SF) LOW RISK",12310 GARFIELD AVE,SOUTH GATE,CA,90280,33.9147577789,-118.168561532,OW0036996,"US HENDY OIL, INC.",12310   GARFIELD AVE.,SOUTH GATE,CA,90280,"(33.9147577789, -118.168561532)",2396
FA0014851,Open,GELSON'S MARKET #3,PR0000086,GELSONS MARKET,1614,"FOOD MKT RETAIL (2,000+ SF) MODERATE RISK",4738 LAUREL CANYON BLVD,STUDIO CITY,CA,91604,34.1567633648,-118.39627686,OW0013032,GELSON'S MARKET,PO BOX 512256,LOS ANGELES,CA,90051,"(34.1567633648, -118.39627686)",2397
FA0166032,Open,CRENSHAW OIL,PR0156248,CRENSHAW OIL,1610,"FOOD MKT RETAIL (1-1,999 SF) LOW RISK",3227 W 54TH ST,LOS ANGELES,CA,90043,33.9932947405,-118.3289127193,OW0129243,HOSSEIN GHASSEMI,3227 W 54TH ST,LOS ANGELES,CA,90043,"(33.9932947405, -118.3289127193)",2400
FA0165150,Open,COLBEE LIQUOR & MARKET,PR0153464,COLBEE LIQUOR & MARKET,1613,"FOOD MKT RETAIL (2,000+ SF) LOW RISK",6205 WILLOUGHBY AVE,LOS ANGELES,CA,90038,34.0872284634,-118.3304050523,OW0128432,MICHELLE EUNRAN LINTNER,3785 WILSHIRE BLVD,LOS ANGELES,CA,90010,"(34.0872284634, -118.3304050523)",2403
FA0003690,Open,7-ELEVEN STORE,PR0034124,7 ELEVE FOOD,1610,"FOOD MKT RETAIL (1-1,999 SF) LOW RISK",19660 VANOWEN ST,RESEDA,CA,91335,34.1936357375,-118.5618736225,OW0009877,"DHILLON, TARLOCHAN SINGH",19660   VANOWEN ST,RESEDA,CA,91335,"(34.1936357375, -118.5618736225)",2404
FA0003812,Open,7-ELEVEN #33149B,PR0003075,7-ELEVEN #33149B,1614,"FOOD MKT RETAIL (2,000+ SF) MODERATE RISK",13019 IMPERIAL HWY,WHITTIER,CA,90605,33.9173738989,-118.0549555516,OW0009855,DHAMI & DHAMI CORPORATION,PO BOX 219088,DALLAS,TX,75221,"(33.9173738989, -118.0549555516)",2405
FA0056624,Open,30TH STREET MARKET,PR0047846,30TH STREET MARKET,1610,"FOOD MKT RETAIL (1-1,999 SF) LOW RISK",2924 MAPLE AVE,LOS ANGELES,CA,90011,34.0203539136,-118.2672173417,OW0015344,HERNANDEZ RAMON ET AL,2924   MAPLE AVE,LOS ANGELES,CA,90011,"(34.0203539136, -118.2672173417)",2410
FA0223735,Open,DAMARIS MINI MARKET,PR0178874,DAMARIS MINI MARKET,1610,"FOOD MKT RETAIL (1-1,999 SF) LOW RISK",5909 S BROADWAY,LOS ANGELES,CA,90003,33.9866294325,-118.278332973,OW0228336,BYRON DELEON,1635 W 51ST PL,LOS ANGELES,CA,90003,"(33.9866294325, -118.278332973)",2412
FA0203856,Open,"CARSON-WILMINGTON, INC",PR0176261,"CARSON-WILMINGTON, INC",1610,"FOOD MKT RETAIL (1-1,999 SF) LOW RISK",5820 FIGUEROA ST,LOS ANGELES,CA,90003,33.9888602638,-118.2826466126,OW0208968,"CARSON-WILMINGTON, INC",5820 FIGUEROA ST,LOS ANGELES,CA,90003-1062,"(33.9888602638, -118.2826466126)",2420
FA0010314,Open,CRISTA CHEVRON AUTO SPA,PR0022149,CRISTA CHEVRON AUTO SPA,1610,"FOOD MKT RETAIL (1-1,999 SF) LOW RISK",26485 BOUQUET CANYON RD,SANTA CLARITA,CA,91350,34.4268856006,-118.5375956506,OW0019045,KIM CHRIS SANGGUUNE,26485   BOUQUET CYN ROAD,SANTA CLARITA,CA,91350,"(34.4268856006, -118.5375956506)",2421
FA0179777,Open,FOUR STAR LIQOUR & MARKET,PR0173437,FOUR STAR LIQOUR & MARKET,1610,"FOOD MKT RETAIL (1-1,999 SF) LOW RISK",13922 NORDHOFF ST,ARLETA,CA,91331,34.2348828,-118.4364426,OW0185271,FOUR STAR LIQOUR & MARKET INC,13922 NORDHOFF ST,ARLETA,CA,91331,"(34.2348828, -118.4364426)",2423
FA0293014,Open,GROCERY OUTLET,PR0249092,GROCERY OUTLET,1613,"FOOD MKT RETAIL (2,000+ SF) LOW RISK",9805 MASON AVE,CHATSWORTH,CA,91311,None,None,OW0277684,GROCERY OUTLET INC.,9805 MASON AVE,CHATSWORTH,CA,91311,None,2426
FA0018107,Open,DAY & NIGHT DELI,PR0047737,DAY & NIGHT DELI,1610,"FOOD MKT RETAIL (1-1,999 SF) LOW RISK",1002 VENICE BLVD,VENICE,CA,90291,33.9934510464,-118.4534222433,OW0038050,"VIRANI, ALI",1002   VENICE BOULEVARD,VENICE,CA,90291,"(33.9934510464, -118.4534222433)",2427
FA0245886,Open,DEE'S LIQUOR AND MARKET,PR0194269,DEE'S LIQUOR AND MARKET,1610,"FOOD MKT RETAIL (1-1,999 SF) LOW RISK",12313 WILMINGTON AVE,COMPTON,CA,90222,33.9204003101,-118.2391826946,OW0240857,PL KANG INC,12313 WILMINGTON AVE,COMPTON,CA,90222,"(33.9204003101, -118.2391826946)",2428
FA0143603,Open,HOMEGOODS # 644,PR0129525,HOMEGOODS #644,1610,"FOOD MKT RETAIL (1-1,999 SF) LOW RISK",5530 RESEDA BLVD,TARZANA,CA,91356,34.1706253754,-118.5358011546,OW0015942,HOMEGOODS INC.,PO BOX 9358,FRAMINGHAM,MA,01701,"(34.1706253754, -118.5358011546)",2433
FA0202754,Open,ALVARADO MARKET,PR0175030,ALVARADO MARKET,1610,"FOOD MKT RETAIL (1-1,999 SF) LOW RISK",140 S 5TH ST,MONTEBELLO,CA,90640,34.0078806094,-118.1054085619,OW0208053,JOSE LEON,508 W LOS ANGELES AVE,MONTEBELLO,CA,90640,"(34.0078806094, -118.1054085619)",2437
FA0011290,Open,DOLLAR TREE #4711,PR0032889,DOLLAR TREE #4711,1610,"FOOD MKT RETAIL (1-1,999 SF) LOW RISK",5710 CRENSHAW BLVD,LOS ANGELES,CA,90043,33.9905278856,-118.3304574758,OW0010221,"DOLLAR TREE STORES, INC",500 VOLVO PKWY,CHESAPEAKE,VA,23320,"(33.9905278856, -118.3304574758)",2438
FA0004205,Open,7TH MARKET AND LIQUOR,PR0025561,7TH MARKET AND LIQUOR,1610,"FOOD MKT RETAIL (1-1,999 SF) LOW RISK",14630 E VALLEY BLVD STE A,LA PUENTE,CA,91746,34.0342908789,-117.9741045466,OW0007789,MICHELLE CHOI,780 DUNSMUIR LN,WALNUT,CA,91789,"(34.0342908789, -117.9741045466)",2439
FA0159682,Open,CORDIAL LIQUOR,PR0147744,CORDIAL LIQUOR,1610,"FOOD MKT RETAIL (1-1,999 SF) LOW RISK",13330 MEYER RD,WHITTIER,CA,90605,33.9259544993,-118.0473884828,OW0124687,MORKOS E SHAHAT,13330 MEYER RD,WHITTIER,CA,90605,"(33.9259544993, -118.0473884828)",2445
FA0172287,Open,99 CENTS ONLY STORE,PR0164826,99 CENTS ONLY STORE,1613,"FOOD MKT RETAIL (2,000+ SF) LOW RISK",11040 W PICO BLVD,LOS ANGELES,CA,90064,34.0375339651,-118.4335248978,OW0001414,"99 CENTS ONLY STORES, LLC",4000 E UNION PACIFIC AVE,COMMERCE,CA,90023-3202,"(34.0375339651, -118.4335248978)",2447
FA0278269,Open,DOLLAR KING,PR0232328,DOLLAR KING,1613,"FOOD MKT RETAIL (2,000+ SF) LOW RISK",2246 N LAKE AVE UNIT B,ALTADENA,CA,91001,34.1845473668,-118.1315188059,OW0267212,DOLLAR KING INC.,2246 N LAKE AVE UNIT B,ALTADENA,CA,91001,"(34.1845473668, -118.1315188059)",2451
FA0010815,Open,DEL AMO MARKET,PR0046329,DEL AMO MARKET,1610,"FOOD MKT RETAIL (1-1,999 SF) LOW RISK",20340 S HARVARD BLVD,TORRANCE,CA,90501,33.8461461899,-118.3065003409,OW0033496,SANG YOON SON,20340  S HARVARD BL,TORRANCE,CA,90501,"(33.8461461899, -118.3065003409)",2454
FA0012600,Open,EL PROGRESO MARKET,PR0020470,EL PROGRESO MARKET,1613,"FOOD MKT RETAIL (2,000+ SF) LOW RISK",6200 EASTERN AVE # 1/2,BELL GARDENS,CA,90201,33.9782782416,-118.1631589659,OW0035222,TEJADA QUINTEROS JORGE A,6200   EASTERN AVE #1/2,BELL GARDENS,CA,90201,"(33.9782782416, -118.1631589659)",2463
FA0017387,Open,CVS/PHARMACY #9639,PR0029331,CVS/PHARMACY #9639,1613,"FOOD MKT RETAIL (2,000+ SF) LOW RISK",11940 E GARVEY AVE,EL MONTE,CA,91732,34.062009723,-118.0207037103,OW0012926,"GARFIELD BEACH CVS, LLC.",1 CVS DR MC# 1160,WOONSOCKET,RI,02895,"(34.062009723, -118.0207037103)",2464
FA0272851,Open,BURLINGTON COAT FACTORY #959,PR0225745,BURLINGTON COAT FACTORY #959,1610,"FOOD MKT RETAIL (1-1,999 SF) LOW RISK",309 W 7TH ST,LOS ANGELES,CA,90014,33.7378444701,-118.2838228324,OW0256536,"BURLINGTON COAT FACTORY OF TEXAS, INC.",1830 N ROUTE 130 HWY,BURLINGTON,NJ,08016,"(33.7378444701, -118.2838228324)",2468
FA0295969,Open,FLAVOR FROM AFAR,PR0252529,FLAVOR FROM AFAR,1612,"FOOD MKT RETAIL (1-1,999 SF) HIGH RISK",1046 S FAIRFAX AVE,LOS ANGELES,CA,90019,None,None,OW0280073,FLAVORS FROM AFAR INC.,1046 S FAIRFAX AVE,LOS ANGELES,CA,90019,None,2472
FA0030225,Open,CENTRAL MOBIL,PR0029756,CENTRAL MOBIL,1610,"FOOD MKT RETAIL (1-1,999 SF) LOW RISK",1640 CRENSHAW BLVD,TORRANCE,CA,90501,33.8317114683,-118.3281155952,OW0099326,"FULL CIRCLE FUEL, INC",2761 CABRILLO AVE,RANCHO PALOS VERDES,CA,90275,"(33.8317114683, -118.3281155952)",2474
FA0300024,Open,DA ZHONG CO,PR0257198,DA ZHONG CO,1610,"FOOD MKT RETAIL (1-1,999 SF) LOW RISK",685 N SPRING ST # B,LOS ANGELES,CA,90012,None,None,OW0283341,SHANG HONG WU,685 N SPRING ST # B,LOS ANGELES,CA,90012,None,2476
FA0173924,Open,GOLDEN MARKET,PR0166755,GOLDEN MARKET,1615,"FOOD MKT RETAIL (2,000+ SF) HIGH RISK",1150 N CENTRAL AVE,GLENDALE,CA,91202,34.1632525074,-118.2563724323,OW0180675,"KIRAKOSYAN MARKETS, INC.",1150 N CENTRAL AVE,GLENDALE,CA,91204,"(34.1632525074, -118.2563724323)",2481
