FACILITY_ID,STATUS,FACILITY_NAME,RECORD_ID,PROGRAM_NAME,PROGRAM_ELEMENT__PE_,PE_DESCRIPTION,FACILITY_ADDRESS,FACILITY_CITY,FACILITY__STATE,FACILITY_ZIP,FACILITY_LATITUDE,FACILITY_LONGITUDE,OWNER_ID,OWNER_NAME,OWNER_ADDRESS,OWNER_CITY,OWNER_STATE,OWNER_ZIP,Location,ObjectId
FA0300449,Open,7-ELEVEN #13846D,PR0257674,7-ELEVEN #13846D,1613,"FOOD MKT RETAIL (2,000+ SF) LOW RISK",11007 VENTURA BLVD,STUDIO CITY,CA,91604,None,None,OW0283684,CHAHAL AND SONS INC.,PO BOX 219088,DALLAS,TX,75221,None,2
FA0299387,Open,7-ELEVEN #16933B,PR0256483,7-ELEVEN #16933B,1613,"FOOD MKT RETAIL (2,000+ SF) LOW RISK",4323 E LIVE OAK AVE,ARCADIA,CA,91006,None,None,OW0282201,DARSH ENTERPRISE INC,PO BOX 219088,DALLAS,TX,75221,None,3
FA0302694,Open,7-ELEVEN 20958H,PR0260347,7-ELEVEN 20958H,1613,"FOOD MKT RETAIL (2,000+ SF) LOW RISK",6766 TAMPA,RESEDA,CA,91335,None,None,OW0001222,7-ELEVEN INC,PO BOX 219088,DALLAS,TX,75221,None,4
FA0298827,Open,7-ELEVEN STORE 41641A,PR0255840,7-ELEVEN STORE 41641A,1611,"FOOD MKT RETAIL (1-1,999 SF) MODERATE RISK",837 S PRAIRIE AVE,INGLEWOOD,CA,90301,None,None,OW0251346,"L.A.BASIX, INC",P.O. BOX 219088,DALLAS,TX,75221,None,5
FA0271366,Open,99 CENT PLUS,PR0224067,99 CENT PLUS,1610,"FOOD MKT RETAIL (1-1,999 SF) LOW RISK",1111 PACIFIC COAST HWY # 12,HARBOR CITY,CA,90710,34,-118,OW0261238,GSN LLC,1111 PACIFIC COAST HWY # 12,HARBOR CITY,CA,90710,"(34.0, -118.0)",7
FA0291604,Open,99 MARKET,PR0247481,99 MARKET,1610,"FOOD MKT RETAIL (1-1,999 SF) LOW RISK",1050 W GARVEY AVE,MONTEREY PARK,CA,91754,None,None,OW0276526,SUNG HO LEE,1050 W GARVEY AVE,MONTEREY PARK,CA,91754-2510,None,8
FA0303951,Open,ACE MARKET,PR0261788,ACE MARKET,1610,"FOOD MKT RETAIL (1-1,999 SF) LOW RISK",672 FAIRFLEX DR,POMONA,CA,91768,None,None,OW0286433,SJPARK CORPORATION,672 FAIRFLEX DR,POMONA,CA,91768,None,9
FA0303428,Open,AFC SUSHI @ RALPH'S,PR0261178,AFC SUSHI @ RALPH'S,1612,"FOOD MKT RETAIL (1-1,999 SF) HIGH RISK",11825 WHITTIER BLVD,WHITTIER,CA,90601,None,None,OW0001761,ADVANCED FRESH CONCEPTS FRANCHISE CORP,19205 S LAUREL PARK RD,RANCHO DOMINGUEZ,CA,90220,None,11
FA0295803,Open,AMIGO MARKET,PR0252345,AMIGO MARKET,1613,"FOOD MKT RETAIL (2,000+ SF) LOW RISK",2609 W TEMPLE ST,LOS ANGELES,CA,90026,None,None,OW0279928,JESSICA VALDEZ,2609 W TEMPLE ST,LOS ANGELES,CA,90026,None,13
FA0004063,Open,ARCO AM/PM,PR0017818,ARCO AM/PM,1610,"FOOD MKT RETAIL (1-1,999 SF) LOW RISK",1333 W MERCED AVE,WEST COVINA,CA,91790,34.061345155,-117.9456237509,OW0032732,"SHOKER, TRADING CORPORATION",1333  W MERCED AVE,WEST COVINA,CA,91790,"(34.061345155, -117.9456237509)",16
FA0300150,Open,BH MART,PR0257319,BH MART,1610,"FOOD MKT RETAIL (1-1,999 SF) LOW RISK",665 N BROADWAY,LOS ANGELES,CA,90012,None,None,OW0283444,BH MART INC,901 N GRANADA AVE,ALHAMBRA,CA,91801,None,21
FA0292343,Open,CIRCLE K,PR0248331,CIRCLE K,1613,"FOOD MKT RETAIL (2,000+ SF) LOW RISK",3851 E PALMDALE BLVD,PALMDALE,CA,93550,None,None,OW0008161,"CIRCLE K STORES, INC.",255 E RINCON #100,CORONA,CA,92879-1365,None,41
FA0303386,Open,CONEJO KOSHER LLC,PR0261135,CONEJO KOSHER LLC,1610,"FOOD MKT RETAIL (1-1,999 SF) LOW RISK",30317 CANWOOD ST,AGOURA HILLS,CA,91301,None,None,OW0286004,CONEJO KOSHER LLC,30317 CANWOOD ST,AGOURA HILLS,CA,91301,None,44
FA0291373,Open,SUGARFINA,PR0247193,SUGARFINA,1610,"FOOD MKT RETAIL (1-1,999 SF) LOW RISK",6000 SEPULVEDA BLVD,CULVER CITY,CA,90230,None,None,OW0276128,SUGARFINA USA LLC,1700 E WALNUT AVE STE 500,EL SEGUNDO,CA,90245,None,67
FA0297906,Open,SUNRISE LIQUOR,PR0257667,SUNRIZE LIQUOR,1610,"FOOD MKT RETAIL (1-1,999 SF) LOW RISK",20504 E ARROW HWY,COVINA,CA,91724,None,None,OW0281624,"WEALTH OF COVINA, INC",20504 E ARROW HWY,COVINA,CA,91724,None,69
FA0299412,Open,TADEO'S MINI MARKET,PR0256501,TADEO'S MINI MARKET,1610,"FOOD MKT RETAIL (1-1,999 SF) LOW RISK",901 W COMPTON BLVD,COMPTON,CA,90220,None,None,OW0274251,GALDINA AVILES,720 E FLORENCE AVE,LOS ANGELES,CA,90001,None,76
FA0290101,Open,TARGET,PR0245621,TARGET,1613,"FOOD MKT RETAIL (2,000+ SF) LOW RISK",1610 WILSHIRE BLVD,SANTA MONICA,CA,90403,None,None,OW0035036,TARGET CORPORATION,P.O. BOX 9471 CC-1028,MINNEAPOLIS,MN,55440,None,78
FA0298143,Open,TIP MINI MARKET,PR0255068,TIP MINI MARKET,1610,"FOOD MKT RETAIL (1-1,999 SF) LOW RISK",7300 TOMPANGA CANYON BLVD,CANOGA PARK,CA,91303,None,None,OW0281821,GREWAL MARKETS INC.,7300 TOMPANGA CANYON BLVD,CANOGA PARK,CA,91303,None,85
FA0292426,Open,TOP MARKET,PR0248422,TOP MARKET,1610,"FOOD MKT RETAIL (1-1,999 SF) LOW RISK",503 N AZUSA AVE,AZUSA,CA,91702,None,None,OW0277200,IGTN  MARKET INC.,503 N AZUSA AVE,AZUSA,CA,91702,None,87
FA0167671,Open,TORRANCE FUEL,PR0158051,TORRANCE FUEL,1610,"FOOD MKT RETAIL (1-1,999 SF) LOW RISK",24650 CRENSHAW BLVD,TORRANCE,CA,90505,33.8012802149,-118.3276667264,OW0130651,TORRANCE FUEL INC.,24650 CRENSHAW BLVD,TORRANCE,CA,90505,"(33.8012802149, -118.3276667264)",88
FA0301130,Open,TOWNE SHOPPE LIQUOR,PR0258477,TOWNE SHOPPE LIQUOR,1613,"FOOD MKT RETAIL (2,000+ SF) LOW RISK",1201 S GAREY AVE,POMONA,CA,91766,None,None,OW0284202,AMER HERAIZ,1201 S GAREY AVE,POMONA,CA,91766,None,89
FA0291251,Open,UNITED PACIFIC #0633,PR0247059,UNITED PACIFIC #0633,1610,"FOOD MKT RETAIL (1-1,999 SF) LOW RISK",19271 SHERMAN WAY,RESEDA,CA,91335,None,None,OW0273584,APRO LLC,4130 COVER ST,LONG BEACH,CA,90808,None,93
FA0005125,Open,AIRPORT ARCO MINI MART,PR0029870,AIRPORT ARCO MINI MART,1615,"FOOD MKT RETAIL (2,000+ SF) HIGH RISK",9200 S AVIATION BLVD,LOS ANGELES,CA,90045,33.9523596733,-118.3768390578,OW0001786,"AGHAEI,HOMAYOUN",9200   AVIATION BLVD,LOS ANGELES,CA,90045,"(33.9523596733, -118.3768390578)",105
FA0265879,Open,HOME MART PLUS CO,PR0217175,HOME MART PLUS CO,1610,"FOOD MKT RETAIL (1-1,999 SF) LOW RISK",833 S WESTERN AVE STE 14,LOS ANGELES,CA,90005,34.0573588324,-118.3091266968,OW0256746,"YJ TRADE, INC.",833 S WESTERN AVE STE 14,LOS ANGELES,CA,90005-3386,"(34.0573588324, -118.3091266968)",109
FA0056735,Open,76 STATION,PR0033918,76 STATION,1610,"FOOD MKT RETAIL (1-1,999 SF) LOW RISK",105 N NORTH AVENUE 52,LOS ANGELES,CA,90042,34.1065028208,-118.1996285856,OW0014147,GRIGORIAN'S INC,105  N AVE 52,LOS ANGELES,CA,90042,"(34.1065028208, -118.1996285856)",111
FA0174218,Open,CIRCUS  LIQUOR AND MARKET,PR0167093,CIRCUS LIQUOR AND MARKET,1610,"FOOD MKT RETAIL (1-1,999 SF) LOW RISK",7561 LAUREL CANYON BLVD,NORTH HOLLYWOOD,CA,91605,34.2081964957,-118.396543759,OW0180918,CIRCUS NOHO INC,7561 LAUREL CANYON BLVD,NORTH HOLLYWOOD,CA,91605,"(34.2081964957, -118.396543759)",112
FA0006092,Open,BONTANICA SAN MARTIN,PR0007145,BONTANICA SAN MARTIN,1610,"FOOD MKT RETAIL (1-1,999 SF) LOW RISK",9213 CALIFORNIA AVE,SOUTH GATE,CA,90280,33.950964456,-118.2067219978,OW0010006,"DIAZ, MARIA",9213   CALIFORNIA AVE,SOUTH GATE,CA,90280,"(33.950964456, -118.2067219978)",118
FA0024220,Open,FUKIEN HEALTH FOOD DIST INC.,PR0028649,FUKIEN HEALTH FOOD DIST INC.,1610,"FOOD MKT RETAIL (1-1,999 SF) LOW RISK",116 W GARVEY AVE # B,MONTEREY PARK,CA,91754,34.0624136007,-118.1232785253,OW0012466,FUKIEN HEALTH FOOD DIST INC.,116  W GARVEY AVE. #B,MONTEREY PARK,CA,91754,"(34.0624136007, -118.1232785253)",120
FA0009544,Open,BIG SAVER FOOD MARKET,PR0014950,BIG SAVER FOOD MARKET,1610,"FOOD MKT RETAIL (1-1,999 SF) LOW RISK",5829 S COMPTON AVE,LOS ANGELES,CA,90001,33.9891137632,-118.247945821,OW0036820,UKA'S BIG SAVER FOODS INC,4260 CHARTER ST,LOS ANGELES,CA,90058,"(33.9891137632, -118.247945821)",122
FA0279892,Open,ALONDRA OIL INC,PR0234407,ALONDRA OIL INC,1610,"FOOD MKT RETAIL (1-1,999 SF) LOW RISK",220 W ALONDRA BLVD,COMPTON,CA,90220,33.888204,-118.2257685,OW0268547,ALONDRA OIL INC,220 W ALONDRA BLVD,COMPTON,CA,90220,"(33.888204, -118.2257685)",123
FA0222358,Open,ALDI #109,PR0177359,ALDI #109,1613,"FOOD MKT RETAIL (2,000+ SF) LOW RISK",1403 S BALDWIN AVE,ARCADIA,CA,91007,34.1235433162,-118.0551402438,OW0226753,AI CALIFORNIA LLC,12661 ALDI PL,MORENO VALLEY,CA,92555,"(34.1235433162, -118.0551402438)",130
FA0024620,Open,GENERAL DISCOUNT #5,PR0027942,GENERAL DISCOUNT #5,1613,"FOOD MKT RETAIL (2,000+ SF) LOW RISK",2834 W IMPERIAL HWY,INGLEWOOD,CA,90303,33.9294806155,-118.3246074896,OW0011848,FINE DISCOUNT #1 INC,2834  W IMPERIAL HWY,INGLEWOOD,CA,90303,"(33.9294806155, -118.3246074896)",135
FA0005393,Open,AFC SUSHI @ VONS #3208,PR0043462,AFC SUSHI @ VONS #3208,1612,"FOOD MKT RETAIL (1-1,999 SF) HIGH RISK",745 W NAOMI AVE,ARCADIA,CA,91007,34.1250132415,-118.058146502,OW0001761,ADVANCED FRESH CONCEPTS FRANCHISE CORP,19205 S LAUREL PARK RD,RANCHO DOMINGUEZ,CA,90220,"(34.1250132415, -118.058146502)",138
FA0241325,Open,7-ELEVEN STORE 17210D,PR0189433,7-ELEVEN STORE 17210D,1613,"FOOD MKT RETAIL (2,000+ SF) LOW RISK",660 E FOOTHILL BLVD,SAN DIMAS,CA,91773,34.1224129457,-117.7944336751,OW0101176,SUNSET PIER CORPORATION,P.O. BOX 219088,DALLAS,TX,75221,"(34.1224129457, -117.7944336751)",146
FA0302959,Open,YANS FOOD MARKET,PR0260643,YANS FOOD MARKET,1610,"FOOD MKT RETAIL (1-1,999 SF) LOW RISK",13616 VICTORY BLVD,VAN NUYS,CA,91401,None,None,OW0285657,ESM PRIME INC,13616 VICTORY BLVD,VAN NUYS,CA,91401-1734,None,153
FA0294380,Open,7-ELEVEN STORE 18820D,PR0250661,7-ELEVEN STORE 18820D,1613,"FOOD MKT RETAIL (2,000+ SF) LOW RISK",11143 VENICE BLVD,LOS ANGELES,CA,90034,None,None,OW0278786,"GHSA ENTERPRISE, INC.",PO BOX 219088,DALLAS,TX,75221,None,160
FA0062917,Open,GRACE LIQUOR,PR0024784,GRACE LIQUOR,1610,"FOOD MKT RETAIL (1-1,999 SF) LOW RISK",4700 W MARINE AVE,LAWNDALE,CA,90260,33.8943130805,-118.3597436408,OW0029429,"RAI, BALJIT KAUR",4700  W MARINE AVE,LAWNDALE,CA,90260,"(33.8943130805, -118.3597436408)",161
FA0056544,Open,168 MARKET #803,PR0024537,168 MARKET #803-MEAT DEPT,1612,"FOOD MKT RETAIL (1-1,999 SF) HIGH RISK",933 E LAS TUNAS DR,SAN GABRIEL,CA,91776,34.1035617137,-118.087554668,OW0035124,"TAWA SUPERMARKET, INC",6281 REGIO AVE,BUENA PARK,CA,90620,"(34.1035617137, -118.087554668)",164
FA0268416,Open,CIRCUS LIQUOR,PR0220385,CIRCUS LIQUOR,1613,"FOOD MKT RETAIL (2,000+ SF) LOW RISK",16416 DELONE ST,SANTA CLARITA,CA,91387,34.4238273076,-118.4229507174,OW0258830,CIRCUS LIQUOR INC.,16416 DELONE ST,SANTA CLARITA,CA,91387-5312,"(34.4238273076, -118.4229507174)",169
FA0244093,Open,EXPO MARKET,PR0192360,EXPO MARKET,1615,"FOOD MKT RETAIL (2,000+ SF) HIGH RISK",1019 W MARTIN LUTHER KING JR BLVD,LOS ANGELES,CA,90037,34.0108981946,-118.2920674382,OW0239323,"CALSO GROUP, INC",1019 W MARTIN LUTHER KING JR BLVD,LOS ANGELES,CA,90037,"(34.0108981946, -118.2920674382)",173
FA0025758,Open,GNC C#8473,PR0025861,GNC #8473,1610,"FOOD MKT RETAIL (1-1,999 SF) LOW RISK",395 SANTA MONICA PL STE #252,SANTA MONICA,CA,90401,34.0150320453,-118.493750295,OW0013042,GENERAL NUTRITION CORP,300 6TH AVE,PITTSBURGH,PA,15222,"(34.0150320453, -118.493750295)",178
FA0017729,Open,CVS/PHARMACY #9666,PR0043962,CVS/PHARMACY #9666,1613,"FOOD MKT RETAIL (2,000+ SF) LOW RISK",2419 WORKMAN ST,LOS ANGELES,CA,90031,34.0742671697,-118.2144982645,OW0012926,"GARFIELD BEACH CVS, LLC.",1 CVS DR MC# 1160,WOONSOCKET,RI,02895,"(34.0742671697, -118.2144982645)",179
FA0005275,Open,ALBERTSON'S #3554,PR0030252,ALBERTSON'S #3554 -MEAT DEPT,1612,"FOOD MKT RETAIL (1-1,999 SF) HIGH RISK",1235 S DIAMOND BAR BLVD,DIAMOND BAR,CA,91765,34.0002467486,-117.812522136,OW0002029,"ALBERTSONS, LLC",251 LITTLE FALLS DR,WILMINGTON,DE,19808,"(34.0002467486, -117.812522136)",182
FA0029018,Open,IMPERIAL MARKET,PR0008212,IMPERIAL MARKET,1613,"FOOD MKT RETAIL (2,000+ SF) LOW RISK",3100 E IMPERIAL HWY # #1300,LYNWOOD,CA,90262,33.9303935965,-118.2159314624,OW0006865,"CHAE, YOUNG M",3100  E IMPERIAL HWY #1300,LYNWOOD,CA,90262,"(33.9303935965, -118.2159314624)",183
FA0221988,Open,AVALON'S BEST MINI MARKET,PR0176975,AVALON'S BEST MINI MARKET,1610,"FOOD MKT RETAIL (1-1,999 SF) LOW RISK",11022 S AVALON BLVD,LOS ANGELES,CA,90061,33.934911205,-118.2651566136,OW0226911,SERGIO JIMENEZ MONTES,3155 CENTURY BLVD,SOUTH GATE,CA,90280,"(33.934911205, -118.2651566136)",188
FA0288012,Open,ARROYO MEAT MARKET,PR0243318,ARROYO MEAT MARKET,1612,"FOOD MKT RETAIL (1-1,999 SF) HIGH RISK",505 WORKMAN MILL RD,LA PUENTE,CA,91746,34.0411620187,-117.9987110095,OW0273683,MEENA GOLD CORPORATION,7780 BRIDGEWOOD DR,ANAHEIM,CA,92808,"(34.0411620187, -117.9987110095)",193
FA0062591,Open,GAS 4 LESS,PR0039663,GAS 4 LESS,1610,"FOOD MKT RETAIL (1-1,999 SF) LOW RISK",545 E ROSECRANS AVE,GARDENA,CA,90248,33.9023053666,-118.2657692675,OW0033876,ST ABRAAM BUS INV GROUP INC,545  E ROSECRANS AVE,GARDENA,CA,90248,"(33.9023053666, -118.2657692675)",197
FA0009505,Open,BIG BEAR MARKET,PR0008553,BIG BEAR MARKET,1610,"FOOD MKT RETAIL (1-1,999 SF) LOW RISK",2600 E 1ST ST,LOS ANGELES,CA,90033,34.0423911964,-118.20721168,OW0034186,"SUH, GIL J",2600 E 1ST ST,LOS ANGELES,CA,90033,"(34.0423911964, -118.20721168)",198
FA0059882,Open,EL MONTE GAS -N- SAVE,PR0026318,EL MONTE GAS -N- SAVE,1610,"FOOD MKT RETAIL (1-1,999 SF) LOW RISK",1100 SANTA ANITA AVE,SOUTH EL MONTE,CA,91733,34.0408855316,-118.0495099714,OW0099545,"EL MONTE GAS-N-SAVE, INC.",19531 VENTURA BLVD,TARZANA,CA,91356,"(34.0408855316, -118.0495099714)",199
FA0298029,Open,DOLLAR TREE #3707,PR0254928,DOLLAR TREE #3707,1613,"FOOD MKT RETAIL (2,000+ SF) LOW RISK",21580 VALLEY BLVD,CITY OF INDUSTRY,CA,91789,None,None,OW0010221,"DOLLAR TREE STORES, INC",500 VOLVO PKWY,CHESAPEAKE,VA,23320,None,204
FA0303839,Open,DRINKSMITH,PR0261668,DRINKSMITH,1610,"FOOD MKT RETAIL (1-1,999 SF) LOW RISK",3885 PACIFIC COAST HWY,TORRANCE,CA,90505,None,None,OW0286344,GENESIS TRADE USA,3885 PACIFIC COAST HWY,TORRANCE,CA,90505,None,208
FA0292890,Open,FAMILY MART,PR0248963,FAMILY MART,1610,"FOOD MKT RETAIL (1-1,999 SF) LOW RISK",807 E 12TH ST # 248,LOS ANGELES,CA,90021,None,None,OW0277570,71 EH INC,807 E 12TH ST # 248,LOS ANGELES,CA,90021,None,221
FA0297024,Open,FAST TOP MINI MARKET,PR0253730,FAST TOP MINI MARKET,1610,"FOOD MKT RETAIL (1-1,999 SF) LOW RISK",118 W AVE I # B&C,LANCASTER,CA,93534,None,None,OW0129351,RIAD YOUNAN,3139 SEVILLE AVE,PALMDALE,CA,93551,None,222
FA0301535,Open,FAVORITE LIQUOR,PR0258975,FAVORITE LIQUOR,1613,"FOOD MKT RETAIL (2,000+ SF) LOW RISK",533 S VICTORY,BURBANK,CA,91502,None,None,OW0284529,FAVORITE LIQUOR INC.,533 S VICTORY,BURBANK,CA,91502,None,223
FA0294765,Open,FIVE BELOW (1311),PR0251179,FIVE BELOW (1311),1613,"FOOD MKT RETAIL (2,000+ SF) LOW RISK",14350 OCEANGATE AVE,HAWTHORNE,CA,90250,None,None,OW0242510,"FIVE BELOW, INC.",701 MARKET ST STE 300,PHILADELPHIA,PA,19106,None,224
FA0301944,Open,FRIENDLY LIQUOR MARKET,PR0259459,FRIENDLY LIQUOR MARKET,1610,"FOOD MKT RETAIL (1-1,999 SF) LOW RISK",14701 S WESTERN AVE,GARDENA,CA,90249,None,None,OW0284834,FRIENDLY LIQUOR MARKET,14701 S WESTERN AVE,GARDENA,CA,90249,None,226
FA0294902,Open,G & M OIL #192,PR0251360,G & M OIL #192,1610,"FOOD MKT RETAIL (1-1,999 SF) LOW RISK",23825 S AVALON BLVD,CARSON,CA,90745,None,None,OW0279244,G & M OIL INC.,16868 A LN,HUNTINGTON BEACH,CA,92647,None,229
FA0137729,Open,GNC,PR0121850,GNC,1613,"FOOD MKT RETAIL (2,000+ SF) LOW RISK",16860 SAN FERNANDO MISSION BLVD,GRANADA HILLS,CA,91344,34.2712100003,-118.4999399997,OW0013421,GNC INC,15053 WYANDOTTE ST,VAN NUYS,CA,91405,"(34.2712100003, -118.4999399997)",233
FA0292710,Open,HOLLYWOOD FAME MARKET,PR0248772,HOLLYWOOD FAME MARKET,1610,"FOOD MKT RETAIL (1-1,999 SF) LOW RISK",6818 HOLLYWOOD BLVD,LOS ANGELES,CA,90028,None,None,OW0277427,HOLLYWOOD FAME MARKET INC,6818 HOLLYWOOD BLVD,LOS ANGELES,CA,90028,None,242
FA0296670,Open,HOMEGOODS #1079,PR0253332,HOMEGOODS #1079,1610,"FOOD MKT RETAIL (1-1,999 SF) LOW RISK",11250 W OLYMPIC BLVD,LOS ANGELES,CA,90066,None,None,OW0015942,HOMEGOODS INC.,PO BOX 9358,FRAMINGHAM,MA,01701,None,243
FA0300893,Open,JERSEY GOLD DAIRY,PR0258192,JERSEY GOLD DAIRY,1610,"FOOD MKT RETAIL (1-1,999 SF) LOW RISK",19922 PIONEER BLVD,CERRITOS,CA,90703,None,None,OW0284023,KESHA INC,19922 PIONEER BLVD,CERRITOS,CA,90703,None,250
FA0296660,Open,NEW PUEBLO LIQUOR,PR0253319,NEW PUEBLO LIQUOR,1610,"FOOD MKT RETAIL (1-1,999 SF) LOW RISK",4600 WHITTIER BLVD,LOS ANGELES,CA,90022,None,None,OW0280638,NEW PUEBLO LIQUOR INC.,4541 DUBONNET AVE,ROSEMEAD,CA,91770-1282,None,252
FA0300494,Open,NORTH HILLS NUTRITION,PR0257721,NORTH HILLS NUTRITION,1610,"FOOD MKT RETAIL (1-1,999 SF) LOW RISK",8332 SEPULVEDA BLVD UNIT 4,NORTH HILLS,CA,91343,None,None,OW0283715,GRACE BERLIN DIAZ PEREZ,8332 SEPULVEDA BLVD UNIT 4,NORTH HILLS,CA,91343-6529,None,258
FA0295962,Open,NORTHGATE MARKET #45,PR0253954,NORTHGATE MARKET - MEAT DEPT,1612,"FOOD MKT RETAIL (1-1,999 SF) HIGH RISK",4155 TWEEDY BLVD,SOUTH GATE,CA,90280,None,None,OW0026268,NORTHGATE GONZALEZ LLC,1201 N MAGNOLIA AVE,ANAHEIM,CA,92801,None,260
FA0289255,Open,PATS MINI MARKET,PR0244696,PATS MINI MARKET,1610,"FOOD MKT RETAIL (1-1,999 SF) LOW RISK",2515 W 54TH ST,LOS ANGELES,CA,90043,None,None,OW0274716,PATRICK MOSES KENNETH,2515 W 54TH ST,LOS ANGELES,CA,90043,None,271
FA0301017,Open,POH'KETO,PR0258354,POH'KETO,1610,"FOOD MKT RETAIL (1-1,999 SF) LOW RISK",9425 TELEGRAPH RD # 110,PICO RIVERA,CA,90660,None,None,OW0284116,JENNIFER CARRANZA,9425 TELEGRAPH RD # 110,PICO RIVERA,CA,90660-5557,None,276
FA0292892,Open,PRODUCE FOR LESS,PR0248966,PRODUCE FOR LESS,1615,"FOOD MKT RETAIL (2,000+ SF) HIGH RISK",5059 MELROSE AVE,LOS ANGELES,CA,90038,None,None,OW0277572,5059 MELROSE OPERATOR LLC,5059 MELROSE AVE,LOS ANGELES,CA,90038,None,280
FA0224914,Open,SAM'S MARKET,PR0180193,SAM'S MARKET,1610,"FOOD MKT RETAIL (1-1,999 SF) LOW RISK",1258 W GARDENA BLVD,GARDENA,CA,90247,33.8813933927,-118.2974290775,OW0229390,MUN HI LEE,1258 W GARDENA BLVD,GARDENA,CA,90247,"(33.8813933927, -118.2974290775)",292
FA0295818,Open,SANTA FE DISCOUNT OUTLET,PR0252364,SANTA FE DISCOUNT OUTLET,1610,"FOOD MKT RETAIL (1-1,999 SF) LOW RISK",8730 SANTA FE AVE,SOUTH GATE,CA,90280,None,None,OW0279942,SANTA FE DISCOUNT OUTLET,8730 SANTA FE AVE,SOUTH GATE,CA,90280,None,294
FA0297770,Open,SESAME LA,PR0254628,SESAME LA,1610,"FOOD MKT RETAIL (1-1,999 SF) LOW RISK",936 N HILL ST,LOS ANGELES,CA,90012,None,None,OW0281509,LINDA SIVRICAN,11036 HAYWORTH AVE,LOS ANGELES,CA,90035,None,299
FA0294413,Open,JULIES MARKET,PR0250701,JULIES MARKET,1610,"FOOD MKT RETAIL (1-1,999 SF) LOW RISK",3253 FLETCHER DR,LOS ANGELES,CA,90065,None,None,OW0278817,MICHAEL ANTHONY MARTINEZ,3253 FLETCHER DR,LOS ANGELES,CA,90065,None,307
FA0298100,Open,KING LIQUOR & GOURMET INC.,PR0255008,KING LIQUOR & GOURMET INC.,1613,"FOOD MKT RETAIL (2,000+ SF) LOW RISK",4435 TORRANCE BLVD,TORRANCE,CA,90503,None,None,OW0281781,KINGS LIQUOR & GOURMET INC.,4435 TORRANCE BLVD,TORRANCE,CA,90503,None,312
FA0291434,Open,LA VERNE SHELL,PR0247280,LA VERNE SHELL,1610,"FOOD MKT RETAIL (1-1,999 SF) LOW RISK",2510 FOOTHILL BLVD,LA VERNE,CA,91750,None,None,OW0261065,"RADC ENTERPRISES, INC.",1450 N BENSON AVE # A,UPLAND,CA,91786,None,320
FA0292292,Open,MERCADO CENTRAL,PR0248276,MERCADO CENTRAL,1613,"FOOD MKT RETAIL (2,000+ SF) LOW RISK",6025 MAYWOOD AVE # 1,HUNTINGTON PARK,CA,90255,None,None,OW0277078,"SKH 333, INC",6025 MAYWOOD AVE # 1,HUNTINGTON PARK,CA,90255,None,338
FA0294282,Open,MERIDA'S MARKET,PR0250548,MERIDA'S MARKET,1611,"FOOD MKT RETAIL (1-1,999 SF) MODERATE RISK",1191 W 24TH ST,LOS ANGELES,CA,90007,None,None,OW0278712,DOUGLAS ENECON MERIDA,755 W 92ND ST,LOS ANGELES,CA,90044,None,339
FA0298281,Open,MUNDO DE KARAMELO,PR0255222,MUNDO DE KARAMELO,1613,"FOOD MKT RETAIL (2,000+ SF) LOW RISK",3508 FIRESTONE BLVD,SOUTH GATE,CA,90280,None,None,OW0281908,ADRIANA LIZETH SANCHEZ,4665 TWEEDY BLVD,SOUTH GATE,CA,90280,None,345
FA0298306,Open,MY LIQUOR MARKET,PR0255246,MY LIQUOR MARKET,1610,"FOOD MKT RETAIL (1-1,999 SF) LOW RISK",8910 S CENTRAL AVE,LOS ANGELES,CA,90002,None,None,OW0281928,TSCHU CORP,6226 HOLMES AVE,LOS ANGELES,CA,90001,None,346
FA0025135,Open,GNC,PR0034522,GNC,1610,"FOOD MKT RETAIL (1-1,999 SF) LOW RISK",12751 TOWNE CENTER DR STE #L,CERRITOS,CA,90703,33.8699461454,-118.0608224402,OW0029934,RELIANCE NUTRITION CERRITOS,12751   TOWNE CENTER DR #L,CERRITOS,CA,90703,"(33.8699461454, -118.0608224402)",353
FA0275263,Open,J & R MINI MARKET,PR0228565,J & R MINI MARKET,1610,"FOOD MKT RETAIL (1-1,999 SF) LOW RISK",531 W ROSECRANS AVE,COMPTON,CA,90222,33.9034380327,-118.2336928868,OW0264632,JENNIFER TLASECA,531 W ROSECRANS AVE,COMPTON,CA,90222-3943,"(33.9034380327, -118.2336928868)",354
FA0159278,Open,99c ONLY STORE #399,PR0147344,99c ONLY STORE #399,1613,"FOOD MKT RETAIL (2,000+ SF) LOW RISK",8425 LAUREL CYN BLVD,SUN VALLEY,CA,91352,34.2240735164,-118.3984164688,OW0124295,99c ONLY STORES,4000 UNION PACIFIC AVE,COMMERCE,CA,90023,"(34.2240735164, -118.3984164688)",362
FA0272891,Open,CINA MARKET,PR0225790,CINA MARKET,1610,"FOOD MKT RETAIL (1-1,999 SF) LOW RISK",2801 N MAIN ST,LOS ANGELES,CA,90031,34.0660774985,-118.2127849735,OW0262539,MAIMUNA ENTERPRISES INC,2801 N MAIN ST,LOS ANGELES,CA,90031,"(34.0660774985, -118.2127849735)",368
