Vendor,Address,Second Address,City,Zip_Code_Old,County,Longitude,Latitude
El Super #07,7000 Alameda St,None,Huntington Park,90255,Los Angeles,-118.2341,33.97592
El Super #09,1575 E Holt Ave,None,Pomona,91767,Los Angeles,-117.7198,34.06416
El Super #12,9710 Woodman Ave,None,Arleta,91331,Los Angeles,-118.446,34.24764
El Super #14,960 W Arrow Hwy,None,Covina,91722,Los Angeles,-117.8709,34.10599
El Super #15,3321 W Century Blvd,None,Inglewood,90303,Los Angeles,-118.33,33.94671
